courseLink,courseName,courseSubject,coursePrice,courseProvider,Purchase,Enquiry
https://www.reed.co.uk/courses/ecsa-certified-security-analyst/230899#/courses/writing?pageno=124,ECSA - Certified Security Analyst,IT,,Learning People,0,24
https://www.reed.co.uk/courses/building-structures-in-portuguese-structure-1/262575#/courses/writing?pageno=142,Building Structures In Portuguese - Structure 1,Language_Portuguese,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/business-ethics-level-3/221051#/courses/writing?pageno=177,Business Ethics - Level 3 ,Office skills,29,Infinity Learning,0,0
https://www.reed.co.uk/courses/writing-for-the-web/232050#/courses/writing?pageno=6,Writing for the Web,Marketing,295,Churchill Square Training and Development,0,0
https://www.reed.co.uk/courses/cipd-intermediate-certificate-in-learning-and-development-level-5-classroom-based/189055#/courses/writing?pageno=172,CIPD Intermediate Certificate in Learning and Development Level 5 (Classroom based),Business_Business management,2802,Watson Martin,0,28
https://www.reed.co.uk/courses/construction-management-course/227237#/courses/writing?pageno=44,Construction Management Course,Construction_Construction management,10,Staff Training Solutions,139,0
https://www.reed.co.uk/courses/certificate-in-introduction-to-word-2016-online-course/190720#/courses/writing?pageno=107,Certificate in Introduction to Word 2016 Online Course,Office skills_Microsoft Office_Microsoft Word,299,Courses for Success,0,0
https://www.reed.co.uk/courses/swift-programming-for-beginners-online-training-course/249622#/courses/writing?pageno=66,Swift programming for beginners online training course,IT_Development_Web development,57,Courses Distance Learning,0,0
https://www.reed.co.uk/courses/school-receptionist-skills-training-cpd-accredited/245984#/courses/writing?pageno=58,School Receptionist Skills Training - CPD Accredited,Personal development,18,One Education,28,0
https://www.reed.co.uk/courses/python-for-beginners-learn-python-programming-python-3/262665#/courses/writing?pageno=78,Python For Beginners: Learn Python Programming (Python 3),IT_Coding_Python,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/project-management-scope/202409#/courses/writing?pageno=83,Project Management Scope,Project management,10,CPD Courses,5,0
https://www.reed.co.uk/courses/meeting-management-trainingcpd-certified/224221#/courses/writing?pageno=143,MEETING MANAGEMENT TRAINING|CPD CERTIFIED,"Admin, secretarial &amp; PA",34.99,Ad Vitam Learning,0,0
https://www.reed.co.uk/courses/fashion-beauty-bundle-turn-your-passion-into-a-career/190250#/courses/writing?pageno=151,Fashion &amp; Beauty Bundle: Turn Your Passion into a Career,Fashion &amp; Beauty_Fashion design,29,OfCourse,4,0
https://www.reed.co.uk/courses/market-your-business-marketing-strategies-course-cpd-certified/78724#/courses/writing?pageno=164,Market Your Business (Marketing Strategies Course) - CPD Certified,Business,10,International Open Academy,8,0
https://www.reed.co.uk/courses/prince2-2017-foundation-practitioner-course--prince2-2017-exam/196510#/courses/writing?pageno=107,PRINCE2&#174; 2017 foundation &amp;  Practitioner course + PRINCE2&#174; 2017 EXAM ,Project management,,Balance Global,0,211
https://www.reed.co.uk/courses/human-resource-training-online/258501#/courses/writing?pageno=139,Human Resource Training Online,Business,99,EduCBA,0,0
https://www.reed.co.uk/courses/public-speaking-online-training-course-certification--uk-cpd-accredited/225394#/courses/writing?pageno=168,Public Speaking - Online Training Course &amp; Certification – UK CPD Accredited,Marketing_Social media,10,Mandatory Compliance,0,0
https://www.reed.co.uk/courses/certificate-in-teaching-smarter-with-smart-boards-online-course/191006#/courses/writing?pageno=171,Certificate in Teaching Smarter With SMART Boards Online Course,Teaching,299,Courses for Success,0,0
https://www.reed.co.uk/courses/aix-system-administration-part-ii/238713#/courses/writing?pageno=184,AIX System Administration - Part II,IT_Coding_.NET,2520,StayAhead Training,0,0
https://www.reed.co.uk/courses/compassion-focused-therapy-short-course/247642#/courses/writing?pageno=88,Compassion Focused Therapy short course,Biology_NeuroScience,199,NLP Centre OF Excellence,1,0
https://www.reed.co.uk/courses/level-2-certificate-in-business-administration-skills-training/220665#/courses/writing?pageno=137,Level 2 Certificate in Business Administration Skills Training,"Admin, secretarial &amp; PA",19,Infinity Learning,4,0
https://www.reed.co.uk/courses/sap-abap-on-hana-online-tutor-led-training-course/209611#/courses/writing?pageno=95,SAP ABAP on HANA online tutor-led training course,IT,400,Uplatz,1,0
https://www.reed.co.uk/courses/writing-books-for-children/218057#/courses/writing?pageno=5,Writing Books For Children,Art,157,Skill Success,2,0
https://www.reed.co.uk/courses/copywriting-for-beginners-part-2-of-3-headlines-openers/260648#/courses/writing?pageno=23,Copywriting for Beginners Part 2 of 3: Headlines &amp; Openers,English_Copywriting,10,Simpliv LLC,1,0
https://www.reed.co.uk/courses/comprehensive-vba-and-macros-training/237909#/courses/writing?pageno=107,Comprehensive VBA and Macros Training,IT,99,EduCBA,3,0
https://www.reed.co.uk/courses/social-media-course-bundle/227567#/courses/writing?pageno=162,Social Media Course Bundle ,Marketing_Digital marketing,119,Global Edulink,1,0
https://www.reed.co.uk/courses/complete-seo-course-in-french/259911#/courses/writing?pageno=29,Complete SEO course in French,Marketing,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/know-your-study-habits-and-excel-in-life-simpliv/258858#/courses/writing?pageno=68,Know your Study Habits and Excel in Life - Simpliv,Personal development_Career development,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/cognitive-psychology-the-neuro-science-of-willpower/75814#/courses/writing?pageno=164,COGNITIVE PSYCHOLOGY: THE NEURO-SCIENCE OF WILLPOWER,Health &amp; care_Care_Psychology,12,OfCourse,21,0
https://www.reed.co.uk/courses/blogging-writing-a-blog-that-works-hard-for-your-organisation/218207#/courses/writing?pageno=16,Blogging: writing a blog that works hard for your organisation,Business_Business development,562,Centre for Strategy and Communication Ltd,0,9
https://www.reed.co.uk/courses/pro-tools-first-advanced-lessons/239405#/courses/writing?pageno=119,Pro Tools First - Advanced Lessons,Performing arts_Music production,10,EduCBA,1,0
https://www.reed.co.uk/courses/writing-a-business-plan/112965#/courses/writing?pageno=14,Writing a Business Plan,Business,39,Churchill Square Training and Development,3,0
https://www.reed.co.uk/courses/introduction-to-sql/248186#/courses/writing?pageno=117,Introduction to SQL,IT_Database,,The Knowledge Academy,0,13
https://www.reed.co.uk/courses/yii2-application-development-solutions-volume-1-video/199579#/courses/writing?pageno=48,Yii2 Application Development Solutions - Volume 1 [Video],IT_Coding,123.58,Packt Publishing,0,0
https://www.reed.co.uk/courses/scrum-for-scrum-masters/77991#/courses/writing?pageno=148,Scrum for Scrum Masters,Office skills,199,GoSkills,17,0
https://www.reed.co.uk/courses/certificate-in-introduction-to-python-25-programming-online-course/190665#/courses/writing?pageno=70,Certificate in Introduction to Python 2.5 Programming Online Course,IT_Coding,299,Courses for Success,0,0
https://www.reed.co.uk/courses/executive-assistant-training-course-cpd-accredited/259646#/courses/writing?pageno=30,Executive Assistant Training Course - CPD Accredited,"Admin, secretarial &amp; PA",12,One Education,7,0
https://www.reed.co.uk/courses/certificate-in-civility-in-the-workplace-online-cpd-accredited-training-certification/209333#/courses/writing?pageno=109,Certificate in Civility In The Workplace - Online CPD Accredited Training &amp; Certification,Personal development,10,LearnPac Systems,0,0
https://www.reed.co.uk/courses/professional-skin-specialist-complete-course-bundle/233220#/courses/writing?pageno=169,Professional Skin Specialist Complete Course Bundle ,Fashion &amp; Beauty,79,Global Edulink,1,0
https://www.reed.co.uk/courses/copywriting-masterclass-effective-writing/195350#/courses/writing?pageno=8,Copywriting Masterclass Effective Writing,English_Creative writing,157,Skill Success,21,0
https://www.reed.co.uk/courses/hp-ux-fundamentals/238785#/courses/writing?pageno=43,HP-UX Fundamentals,IT,2130,StayAhead Training,0,0
https://www.reed.co.uk/courses/certificate-in-introduction-to-microsoft-excel-2013-online-course/190567#/courses/writing?pageno=169,Certificate in Introduction to Microsoft Excel 2013 Online Course,"Admin, secretarial &amp; PA_Microsoft Office_Microsoft Excel",299,Courses for Success,0,0
https://www.reed.co.uk/courses/business-development-and-team-leadership-skills/256522#/courses/writing?pageno=67,Business Development and Team Leadership Skills ,Fashion &amp; Beauty,4320,London Training For Excellence,0,0
https://www.reed.co.uk/courses/forensic-scientist-course-level-3-cpd-accredited/262901#/courses/writing?pageno=43,Forensic Scientist Course Level 3 - CPD Accredited ,Biology,17,One Education,4,0
https://www.reed.co.uk/courses/html-5/204011#/courses/writing?pageno=70,HTML 5,IT_Coding,35,Ed-Next (Consult +),0,0
https://www.reed.co.uk/courses/functional-programming-in-c-part-3-video/195258#/courses/writing?pageno=28,Functional Programming in C# - Part 3 [Video],IT_Coding_C#,105.06,Packt Publishing,0,0
https://www.reed.co.uk/courses/copywriting-masterclass/233506#/courses/writing?pageno=33,Copywriting Masterclass,Marketing,718.8,The IDM,0,1
https://www.reed.co.uk/courses/child-birth-preparation-a-complete-guide/199218#/courses/writing?pageno=65,Child Birth Preparation: A Complete Guide,Health &amp; care,19,OfCourse,1,0
https://www.reed.co.uk/courses/electronic-customer-service-certificate-cpd-certified/237181#/courses/writing?pageno=125,Electronic Customer Service Certificate - CPD Certified,Business_Customer service,14,Be-a.co.uk,1,0
https://www.reed.co.uk/courses/certificate-in-acupressure--yin-meridians/230522#/courses/writing?pageno=167,Certificate in Acupressure – Yin Meridians,Health &amp; care_Alternative medicine_Acupressure,39,Study365,0,0
https://www.reed.co.uk/courses/tquk-level-3-certificate-in-awareness-of-mental-health-care/210938#/courses/writing?pageno=87,TQUK Level 3 Certificate in Awareness of Mental Health Care,Health &amp; care_Care_Counselling,340,Online Learning College,0,45
https://www.reed.co.uk/courses/creating-a-calculation-tool-with-angularjs-1x/260560#/courses/writing?pageno=68,Creating a Calculation Tool with AngularJS 1.x,IT_Development_Web development,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/the-complete-guide-to-nodejs-video/199570#/courses/writing?pageno=93,The Complete Guide to Node.js [Video],IT_Coding,62.38,Packt Publishing,0,0
https://www.reed.co.uk/courses/open-web-application-security-project-avoiding-hacker-tricks/265966#/courses/writing?pageno=104,Open Web Application Security Project: Avoiding Hacker Tricks,IT,157,Skill Success,0,0
https://www.reed.co.uk/courses/javamail-api-online-training/256910#/courses/writing?pageno=29,JavaMail API Online Training,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/pa-secretary-course/19605#/courses/writing?pageno=48,PA/Secretary Course ,"Admin, secretarial &amp; PA",999,Souters,0,281
https://www.reed.co.uk/courses/the-ultimate-python-programming-module-4-learn-libraries-gui-database-networking/202282#/courses/writing?pageno=35,"The Ultimate Python Programming (Module #4) - Learn Libraries, GUI, Database &amp; Networking",IT_Coding,18,Ed-Next (Consult +),0,0
https://www.reed.co.uk/courses/introduction-to-technical-authoring/55962#/courses/writing?pageno=40,Introduction to Technical Authoring,English_Proofreading,420,Armada,0,4
https://www.reed.co.uk/courses/certificate-in-introduction-to-xml-online-course/191025#/courses/writing?pageno=130,Certificate in Introduction to XML Online Course,IT_Coding,229,Courses for Success,1,0
https://www.reed.co.uk/courses/credit-rating-project--1--cipla-online-training/255704#/courses/writing?pageno=99,Credit Rating Project # 1 – Cipla Online Training,Finance,169,EduCBA,0,0
https://www.reed.co.uk/courses/learning-pentesting-for-android-devices/199724#/courses/writing?pageno=73,Learning Pentesting for Android Devices,IT_Coding,14.38,Packt Publishing,0,0
https://www.reed.co.uk/courses/interviewtips-online-training/256745#/courses/writing?pageno=100,InterviewTips Online Training,Personal development,99,EduCBA,0,0
https://www.reed.co.uk/courses/certificate-in-travel-writing-online-course/191064#/courses/writing?pageno=9,Certificate in Travel Writing Online Course ,Travel &amp; tourism,299,Courses for Success,0,0
https://www.reed.co.uk/courses/certificate-in-email-content-writing-cpd-accredited/247682#/courses/writing?pageno=15,Certificate in Email Content Writing - CPD Accredited,Personal development,17,One Education,1,0
https://www.reed.co.uk/courses/c-programming-course/236972#/courses/writing?pageno=60,C++ Programming Course,IT_Coding,99,EduCBA,0,0
https://www.reed.co.uk/courses/forensic-anthropology/115503#/courses/writing?pageno=26,Forensic Anthropology,Biology_Forensic Science,19,OfCourse,166,0
https://www.reed.co.uk/courses/oracle-r12-inventory/238643#/courses/writing?pageno=108,Oracle R12 Inventory,IT_Database,1260,StayAhead Training,0,0
https://www.reed.co.uk/courses/write-now-the-video-series/258586#/courses/writing?pageno=2,Write Now: The Video Series,Personal development_Career development,29,Skill Success,0,0
https://www.reed.co.uk/courses/financial-modeling-of-maruti-suzuki/253720#/courses/writing?pageno=119,Financial Modeling of Maruti Suzuki,Finance,10,EduCBA,0,0
https://www.reed.co.uk/courses/high-performance-teams-with-scrum-and-kanban/250660#/courses/writing?pageno=96,High-Performance Teams with Scrum and Kanban,Project management,1078.8,JELLYFISH,0,1
https://www.reed.co.uk/courses/coreldraw03-advanced-concepts/237808#/courses/writing?pageno=90,CorelDRAW:03 - Advanced Concepts,Media studies_Digital media,99,EduCBA,0,0
